"debateID","speakersN","congress","session","weekday","day","month","year","title","date"
442,17,104,1,"Thursday",27,"July",1995,"ryan white care reauthorization act","1995-07-27"
443,26,104,1,"Wednesday",29,"November",1995,"safe drinking water act amendments","1995-11-29"
444,7,104,1,"Wednesday",29,"November",1995,"safe drinking water act amendments of 1995","1995-11-29"
445,14,104,2,"Friday",2,"August",1996,"safe drinking water act amendments of 1996--conference report","1996-08-02"
446,13,104,2,"Tuesday",17,"September",1996,"saluting the service of howard o. greene, jr.","1996-09-17"
447,11,104,1,"Thursday",6,"April",1995,"sec. 801. child support enforcement and assurance increase in total costs to the federal government.","1995-04-06"
448,17,104,1,"Wednesday",24,"May",1995,"second supplemental appropriations and rescissions act, 1995-- conference report","1995-05-24"
449,7,104,1,"Thursday",25,"May",1995,"second supplemental appropriations and rescissions act, 1995-- conference report","1995-05-25"
450,7,104,2,"Thursday",27,"June",1996,"securities investment promotion act of 1996","1996-06-27"
451,14,104,1,"Thursday",21,"December",1995,"securities litigation reform act--veto","1995-12-21"
452,6,104,1,"Friday",22,"December",1995,"securities litigation reform act--veto","1995-12-22"
453,9,104,1,"Friday",31,"March",1995,"self-employed health insurance act--conference report","1995-03-31"
454,10,104,1,"Monday",3,"April",1995,"self-employed health insurance act--conference report","1995-04-03"
455,6,104,1,"Friday",24,"March",1995,"self-employed health insurance deductions","1995-03-24"
456,8,104,1,"Wednesday",5,"April",1995,"senate resolution 103--to proclaim national character counts week","1995-04-05"
457,7,104,1,"Wednesday",29,"March",1995,"senator howell heflin of alabama","1995-03-29"
458,8,104,1,"Thursday",2,"November",1995,"senior citizens' freedom to work act","1995-11-02"
459,5,104,2,"Tuesday",10,"September",1996,"sergeant at arms greg casey","1996-09-10"
460,6,104,1,"Thursday",20,"July",1995,"small business advocacy amendment","1995-07-20"
461,7,104,2,"Friday",2,"August",1996,"small business job protection act","1996-08-02"
462,8,104,2,"Monday",8,"July",1996,"small business job protection act of 1996","1996-07-08"
463,45,104,2,"Tuesday",9,"July",1996,"small business job protection act of 1996","1996-07-09"
464,14,104,2,"Friday",15,"March",1996,"small business regulatory fairness act of 1995","1996-03-15"
465,12,104,2,"Tuesday",19,"March",1996,"small business regulatory fairness act of 1995","1996-03-19"
466,5,104,1,"Wednesday",8,"February",1995,"social security exclusion and the balanced budget","1995-02-08"
467,7,104,1,"Friday",17,"March",1995,"social security trust funds","1995-03-17"
468,13,104,2,"Wednesday",4,"September",1996,"space station funding","1996-09-04"
469,5,104,1,"Tuesday",4,"April",1995,"spending and revenues","1995-04-04"
470,6,104,1,"Wednesday",22,"March",1995,"spring returns to the west virginia mountains","1995-03-22"
471,8,104,1,"Wednesday",1,"November",1995,"statement on introduced bills and joint resolutions","1995-11-01"
472,7,104,1,"Thursday",5,"January",1995,"statements on introduced bills and joint resolutions","1995-01-05"
473,7,104,1,"Wednesday",11,"January",1995,"statements on introduced bills and joint resolutions","1995-01-11"
474,9,104,1,"Wednesday",18,"January",1995,"statements on introduced bills and joint resolutions","1995-01-18"
475,12,104,1,"Thursday",19,"January",1995,"statements on introduced bills and joint resolutions","1995-01-19"
476,6,104,1,"Tuesday",31,"January",1995,"statements on introduced bills and joint resolutions","1995-01-31"
477,6,104,1,"Thursday",2,"February",1995,"statements on introduced bills and joint resolutions","1995-02-02"
478,5,104,1,"Thursday",9,"February",1995,"statements on introduced bills and joint resolutions","1995-02-09"
479,5,104,1,"Friday",10,"February",1995,"statements on introduced bills and joint resolutions","1995-02-10"
480,9,104,1,"Tuesday",14,"February",1995,"statements on introduced bills and joint resolutions","1995-02-14"
481,7,104,1,"Thursday",16,"February",1995,"statements on introduced bills and joint resolutions","1995-02-16"
482,5,104,1,"Wednesday",22,"February",1995,"statements on introduced bills and joint resolutions","1995-02-22"
483,8,104,1,"Thursday",2,"March",1995,"statements on introduced bills and joint resolutions","1995-03-02"
484,11,104,1,"Tuesday",7,"March",1995,"statements on introduced bills and joint resolutions","1995-03-07"
485,12,104,1,"Thursday",9,"March",1995,"statements on introduced bills and joint resolutions","1995-03-09"
486,5,104,1,"Friday",10,"March",1995,"statements on introduced bills and joint resolutions","1995-03-10"
487,11,104,1,"Wednesday",15,"March",1995,"statements on introduced bills and joint resolutions","1995-03-15"
488,7,104,1,"Thursday",16,"March",1995,"statements on introduced bills and joint resolutions","1995-03-16"
489,12,104,1,"Tuesday",21,"March",1995,"statements on introduced bills and joint resolutions","1995-03-21"
490,12,104,1,"Thursday",23,"March",1995,"statements on introduced bills and joint resolutions","1995-03-23"
491,11,104,1,"Tuesday",28,"March",1995,"statements on introduced bills and joint resolutions","1995-03-28"
492,7,104,1,"Tuesday",4,"April",1995,"statements on introduced bills and joint resolutions","1995-04-04"
493,6,104,1,"Wednesday",5,"April",1995,"statements on introduced bills and joint resolutions","1995-04-05"
494,8,104,1,"Thursday",27,"April",1995,"statements on introduced bills and joint resolutions","1995-04-27"
495,5,104,1,"Thursday",4,"May",1995,"statements on introduced bills and joint resolutions","1995-05-04"
496,19,104,1,"Tuesday",9,"May",1995,"statements on introduced bills and joint resolutions","1995-05-09"
497,11,104,1,"Thursday",11,"May",1995,"statements on introduced bills and joint resolutions","1995-05-11"
498,5,104,1,"Wednesday",17,"May",1995,"statements on introduced bills and joint resolutions","1995-05-17"
499,9,104,1,"Thursday",18,"May",1995,"statements on introduced bills and joint resolutions","1995-05-18"
500,19,104,1,"Thursday",25,"May",1995,"statements on introduced bills and joint resolutions","1995-05-25"
501,6,104,1,"Tuesday",6,"June",1995,"statements on introduced bills and joint resolutions","1995-06-06"
502,12,104,1,"Thursday",15,"June",1995,"statements on introduced bills and joint resolutions","1995-06-15"
503,9,104,1,"Tuesday",20,"June",1995,"statements on introduced bills and joint resolutions","1995-06-20"
504,6,104,1,"Thursday",22,"June",1995,"statements on introduced bills and joint resolutions","1995-06-22"
505,5,104,1,"Friday",30,"June",1995,"statements on introduced bills and joint resolutions","1995-06-30"
506,8,104,1,"Thursday",13,"July",1995,"statements on introduced bills and joint resolutions","1995-07-13"
507,5,104,1,"Friday",14,"July",1995,"statements on introduced bills and joint resolutions","1995-07-14"
508,11,104,1,"Friday",21,"July",1995,"statements on introduced bills and joint resolutions","1995-07-21"
509,5,104,1,"Monday",24,"July",1995,"statements on introduced bills and joint resolutions","1995-07-24"
510,5,104,1,"Monday",31,"July",1995,"statements on introduced bills and joint resolutions","1995-07-31"
511,5,104,1,"Wednesday",2,"August",1995,"statements on introduced bills and joint resolutions","1995-08-02"
512,5,104,1,"Thursday",3,"August",1995,"statements on introduced bills and joint resolutions","1995-08-03"
513,16,104,1,"Thursday",10,"August",1995,"statements on introduced bills and joint resolutions","1995-08-10"
514,9,104,1,"Friday",11,"August",1995,"statements on introduced bills and joint resolutions","1995-08-11"
515,6,104,1,"Wednesday",27,"September",1995,"statements on introduced bills and joint resolutions","1995-09-27"
516,9,104,1,"Thursday",12,"October",1995,"statements on introduced bills and joint resolutions","1995-10-12"
517,5,104,1,"Wednesday",15,"November",1995,"statements on introduced bills and joint resolutions","1995-11-15"
518,5,104,1,"Friday",17,"November",1995,"statements on introduced bills and joint resolutions","1995-11-17"
519,13,104,1,"Thursday",21,"December",1995,"statements on introduced bills and joint resolutions","1995-12-21"
520,5,104,1,"Friday",22,"December",1995,"statements on introduced bills and joint resolutions","1995-12-22"
521,7,104,2,"Tuesday",23,"January",1996,"statements on introduced bills and joint resolutions","1996-01-23"
522,7,104,2,"Friday",26,"January",1996,"statements on introduced bills and joint resolutions","1996-01-26"
523,5,104,2,"Tuesday",19,"March",1996,"statements on introduced bills and joint resolutions","1996-03-19"
524,7,104,2,"Thursday",21,"March",1996,"statements on introduced bills and joint resolutions","1996-03-21"
525,8,104,2,"Friday",29,"March",1996,"statements on introduced bills and joint resolutions","1996-03-29"
526,6,104,2,"Wednesday",24,"April",1996,"statements on introduced bills and joint resolutions","1996-04-24"
527,5,104,2,"Monday",29,"April",1996,"statements on introduced bills and joint resolutions","1996-04-29"
528,10,104,2,"Wednesday",8,"May",1996,"statements on introduced bills and joint resolutions","1996-05-08"
529,5,104,2,"Tuesday",14,"May",1996,"statements on introduced bills and joint resolutions","1996-05-14"
530,10,104,2,"Thursday",13,"June",1996,"statements on introduced bills and joint resolutions","1996-06-13"
531,12,104,2,"Wednesday",19,"June",1996,"statements on introduced bills and joint resolutions","1996-06-19"
532,9,104,2,"Thursday",27,"June",1996,"statements on introduced bills and joint resolutions","1996-06-27"
533,7,104,2,"Friday",12,"July",1996,"statements on introduced bills and joint resolutions","1996-07-12"
534,7,104,2,"Tuesday",16,"July",1996,"statements on introduced bills and joint resolutions","1996-07-16"
535,11,104,2,"Wednesday",17,"July",1996,"statements on introduced bills and joint resolutions","1996-07-17"
536,5,104,2,"Wednesday",24,"July",1996,"statements on introduced bills and joint resolutions","1996-07-24"
537,6,104,2,"Friday",26,"July",1996,"statements on introduced bills and joint resolutions","1996-07-26"
538,6,104,2,"Wednesday",31,"July",1996,"statements on introduced bills and joint resolutions","1996-07-31"
539,5,104,2,"Thursday",1,"August",1996,"statements on introduced bills and joint resolutions","1996-08-01"
540,31,104,2,"Friday",2,"August",1996,"statements on introduced bills and joint resolutions","1996-08-02"
541,7,104,2,"Tuesday",24,"September",1996,"statements on introduced bills and joint resolutions","1996-09-24"
542,8,104,2,"Wednesday",25,"September",1996,"statements on introduced bills and joint resolutions","1996-09-25"
543,10,104,2,"Friday",27,"September",1996,"statements on introduced bills and joint resolutions","1996-09-27"
544,6,104,2,"Saturday",28,"September",1996,"statements on introduced bills and joint resolutions","1996-09-28"
545,13,104,1,"Wednesday",22,"March",1995,"statements on introduced bills and joint resolutions purposes; to the committee on energy and natural resources.","1995-03-22"
546,5,104,1,"Tuesday",27,"June",1995,"statements on introduced bills and joint resolutions purposes; to the committee on finance.","1995-06-27"
547,10,104,1,"Thursday",29,"June",1995,"submission of concurrent and senate resolutions","1995-06-29"
548,11,104,2,"Wednesday",18,"September",1996,"sustainable fisheries act","1996-09-18"
549,13,104,2,"Thursday",19,"September",1996,"sustainable fisheries act","1996-09-19"
550,7,104,2,"Monday",15,"April",1996,"tax day","1996-04-15"
551,9,104,2,"Monday",6,"May",1996,"tax freedom day","1996-05-06"
552,5,104,2,"Thursday",11,"July",1996,"taxpayer bill of rights 2","1996-07-11"
553,13,104,2,"Friday",26,"January",1996,"taxpayer funding of human embryo research","1996-01-26"
554,6,104,2,"Friday",6,"September",1996,"tax relief","1996-09-06"
555,6,104,2,"Monday",9,"September",1996,"tax relief and tax reform","1996-09-09"
556,11,104,2,"Tuesday",9,"July",1996,"teamwork for employees and management act","1996-07-09"
557,9,104,2,"Wednesday",10,"July",1996,"teamwork for employees and management act","1996-07-10"
558,16,104,1,"Tuesday",13,"June",1995,"telecommunications competition and deregulation act","1995-06-13"
559,9,104,1,"Wednesday",14,"June",1995,"telecommunications competi- tion and deregulation act","1995-06-14"
560,27,104,1,"Thursday",15,"June",1995,"telecommunications competi- tion and deregulation act","1995-06-15"
561,32,104,1,"Thursday",15,"June",1995,"telecommunications competition and deregulation act","1995-06-15"
562,5,104,1,"Friday",13,"October",1995,"telecommunications competition and deregulation act of 1995--message from the house","1995-10-13"
563,5,104,2,"Thursday",7,"March",1996,"temporary debt limit extension","1996-03-07"
564,7,104,2,"Tuesday",2,"January",1996,"temporary extension of the continuing resolution","1996-01-02"
565,14,104,1,"Tuesday",24,"October",1995,"temporary federal judgeships commencement dates amendment","1995-10-24"
566,11,104,2,"Tuesday",16,"April",1996,"terrorism prevention act--conference report","1996-04-16"
567,23,104,2,"Wednesday",17,"April",1996,"terrorism prevention act--conference report","1996-04-17"
568,12,104,1,"Monday",13,"November",1995,"the 7-year balanced budget reconciliation act of 1995","1995-11-13"
569,16,104,1,"Friday",17,"November",1995,"the 7-year balanced budget reconciliation act of 1995","1995-11-17"
570,11,104,1,"Friday",17,"November",1995,"the 7-year balanced budget reconciliation act of 1995--conference report","1995-11-17"
571,9,104,1,"Wednesday",21,"June",1995,"the alameda corridor project","1995-06-21"
572,10,104,1,"Thursday",2,"March",1995,"the balanced budget amendment","1995-03-02"
573,30,104,2,"Friday",26,"January",1996,"the balanced budget downpayment act, i","1996-01-26"
574,46,104,1,"Wednesday",25,"October",1995,"the balanced budget reconciliation act of 1995","1995-10-25"
575,40,104,1,"Thursday",26,"October",1995,"the balanced budget reconciliation act of 1995","1995-10-26"
576,28,104,1,"Tuesday",25,"July",1995,"the bosnia and herzegovina self-defense act","1995-07-25"
577,15,104,1,"Tuesday",12,"December",1995,"the bosnia issue","1995-12-12"
578,5,104,1,"Monday",23,"October",1995,"the budget","1995-10-23"
579,5,104,2,"Wednesday",10,"January",1996,"the budget negotiations","1996-01-10"
580,7,104,1,"Friday",27,"October",1995,"the budget reconciliation bill--a missed opportunity to make smart choices","1995-10-27"
581,19,104,1,"Wednesday",28,"June",1995,"the budget resolution","1995-06-28"
582,8,104,2,"Tuesday",30,"April",1996,"the centrist coalition proposal","1996-04-30"
583,21,104,1,"Thursday",5,"January",1995,"the congressional accountability act of 1995","1995-01-05"
584,7,104,1,"Friday",6,"January",1995,"the congressional accountability act of 1995","1995-01-06"
585,5,104,1,"Monday",13,"November",1995,"the continuing resolution","1995-11-13"
586,6,104,2,"Thursday",16,"May",1996,"the death of admiral boorda","1996-05-16"
587,6,104,2,"Tuesday",3,"September",1996,"the drug epidemic","1996-09-03"
588,9,104,2,"Thursday",1,"August",1996,"the economy","1996-08-01"
589,14,104,1,"Wednesday",29,"March",1995,"the emergency supplemental appropriations act","1995-03-29"
590,14,104,1,"Tuesday",8,"August",1995,"the family self-sufficiency act","1995-08-08"
591,9,104,1,"Friday",8,"September",1995,"the family self-sufficiency act","1995-09-08"
592,23,104,1,"Monday",11,"September",1995,"the family self-sufficiency act","1995-09-11"
593,6,104,2,"Thursday",1,"February",1996,"the farm bill","1996-02-01"
594,6,104,2,"Tuesday",6,"February",1996,"the farm bill","1996-02-06"
595,20,104,1,"Friday",6,"January",1995,"the gift ban amendment to the congressional accountability act","1995-01-06"
596,9,104,1,"Wednesday",1,"February",1995,"the health partnership act","1995-02-01"
597,9,104,1,"Tuesday",14,"February",1995,"the league of women voters","1995-02-14"
598,6,104,1,"Friday",24,"March",1995,"the mercury-containing and rechargeable battery management act","1995-03-24"
599,13,104,2,"Wednesday",17,"July",1996,"the national gambling impact study commission act","1996-07-17"
600,6,104,1,"Wednesday",25,"January",1995,"the need for a balanced budget amendment","1995-01-25"
601,5,104,1,"Thursday",20,"July",1995,"the regulatory reform bill","1995-07-20"
602,5,104,2,"Wednesday",8,"May",1996,"the team act","1996-05-08"
603,10,104,1,"Wednesday",7,"June",1995,"the telecommunications competition and deregulation act","1995-06-07"
604,26,104,1,"Thursday",8,"June",1995,"the telecommunications competition and deregulation act","1995-06-08"
605,11,104,1,"Friday",9,"June",1995,"the telecommunications competition and deregulation act","1995-06-09"
606,14,104,1,"Monday",12,"June",1995,"the telecommunications competition and deregulation act","1995-06-12"
607,13,104,1,"Tuesday",13,"June",1995,"the telecommunications competition and deregulation act","1995-06-13"
608,10,104,1,"Wednesday",14,"June",1995,"the telecommunications competition and deregulation act","1995-06-14"
609,8,104,1,"Friday",22,"December",1995,"the victims justice act of 1995","1995-12-22"
610,7,104,2,"Thursday",2,"May",1996,"the working families economic security act of 1996","1996-05-02"
611,6,104,2,"Friday",28,"June",1996,"transfer of the u.s. air force housing project kingsley annex","1996-06-28"
612,15,104,1,"Wednesday",9,"August",1995,"transportation and related agencies appropriations act, 1996","1995-08-09"
613,26,104,1,"Saturday",5,"August",1995,"treasury, postal service, and general government appropriations, 1996","1995-08-05"
614,16,104,2,"Thursday",12,"September",1996,"treasury, postal service, and general government appropriations act, 1977","1996-09-12"
615,40,104,1,"Saturday",5,"August",1995,"treasury, postal service, and general government appropriations act, 1996","1995-08-05"
616,10,104,1,"Wednesday",15,"November",1995,"treasury, postal service, and general government appropriations act, 1996--conference report","1995-11-15"
617,18,104,2,"Tuesday",10,"September",1996,"treasury, postal service, and general government appropriations act, 1997","1996-09-10"
618,38,104,2,"Wednesday",11,"September",1996,"treasury, postal service, and general government appropriations act, 1997","1996-09-11"
619,18,104,2,"Thursday",12,"September",1996,"treasury, postal service, and general government appropriations act, 1997","1996-09-12"
620,11,104,1,"Friday",22,"December",1995,"treaty with the russian federation on further reduction and limitation of strategic offensive arms (the start ii treaty)","1995-12-22"
621,21,104,2,"Friday",26,"January",1996,"treaty with the russian federation on further reduction and limitation of strategic offensive arms (the start ii treaty)","1996-01-26"
622,12,104,1,"Tuesday",6,"June",1995,"trip to guatemala, colombia, haiti","1995-06-06"
623,13,104,1,"Friday",24,"February",1995,"unanimous consent agreement","1995-02-24"
624,24,104,1,"Tuesday",28,"February",1995,"unanimous-consent agreement","1995-02-28"
625,8,104,1,"Thursday",16,"March",1995,"unanimous-consent agreement","1995-03-16"
626,28,104,1,"Thursday",30,"March",1995,"unanimous-consent agreement","1995-03-30"
627,14,104,1,"Thursday",18,"May",1995,"unanimous consent agreement","1995-05-18"
628,32,104,1,"Monday",22,"May",1995,"unanimous-consent agreement","1995-05-22"
629,34,104,1,"Tuesday",23,"May",1995,"unanimous-consent agreement","1995-05-23"
630,10,104,1,"Thursday",20,"July",1995,"unanimous consent agreement","1995-07-20"
631,15,104,1,"Wednesday",13,"September",1995,"unanimous consent agreement","1995-09-13"
632,39,104,2,"Thursday",1,"February",1996,"unanimous-consent agreement","1996-02-01"
633,5,104,2,"Tuesday",16,"July",1996,"unanimous-consent agreement","1996-07-16"
634,6,104,2,"Friday",2,"August",1996,"unanimous-consent agreements","1996-08-02"
635,7,104,1,"Thursday",20,"July",1995,"unanimous-consent request--h.r. 1944","1995-07-20"
636,5,104,2,"Tuesday",7,"May",1996,"unanimous-consent request--h.r. 2337","1996-05-07"
637,5,104,2,"Thursday",1,"August",1996,"unanimous-consent request--h.r. 3666","1996-08-01"
638,29,104,1,"Thursday",12,"January",1995,"unfunded mandate reform act","1995-01-12"
639,9,104,1,"Friday",13,"January",1995,"unfunded mandate reform act","1995-01-13"
640,10,104,1,"Tuesday",17,"January",1995,"unfunded mandate reform act","1995-01-17"
641,32,104,1,"Wednesday",18,"January",1995,"unfunded mandate reform act","1995-01-18"
642,20,104,1,"Thursday",19,"January",1995,"unfunded mandate reform act","1995-01-19"
643,21,104,1,"Monday",23,"January",1995,"unfunded mandate reform act","1995-01-23"
644,24,104,1,"Tuesday",24,"January",1995,"unfunded mandate reform act","1995-01-24"
645,14,104,1,"Wednesday",25,"January",1995,"unfunded mandate reform act","1995-01-25"
646,5,104,1,"Friday",27,"January",1995,"unfunded mandate reform act","1995-01-27"
647,8,104,1,"Tuesday",14,"March",1995,"unfunded mandate reform act of 1995--conference report","1995-03-14"
648,5,104,1,"Wednesday",15,"March",1995,"unfunded mandate reform act of 1995--conference report","1995-03-15"
649,9,104,1,"Tuesday",9,"May",1995,"united states-japan trade relations","1995-05-09"
650,8,104,1,"Monday",11,"December",1995,"united states leadership in bosnia","1995-12-11"
651,8,104,2,"Thursday",5,"September",1996,"united states response to iraqi aggression","1996-09-05"
652,9,104,2,"Wednesday",26,"June",1996,"vance afb military construction program","1996-06-26"
653,13,104,1,"Thursday",19,"January",1995,"vote","1995-01-19"
654,6,104,1,"Friday",12,"May",1995,"vote","1995-05-12"
655,23,104,1,"Wednesday",14,"June",1995,"vote","1995-06-14"
656,5,104,1,"Tuesday",18,"July",1995,"vote","1995-07-18"
657,5,104,2,"Friday",27,"September",1996,"water resources development act of 1996--conference report","1996-09-27"
658,9,104,1,"Wednesday",4,"January",1995,"welfare and medicaid responsibility exchange act","1995-01-04"
659,9,104,2,"Tuesday",7,"May",1996,"white house travel office legislation","1996-05-07"
660,16,104,2,"Wednesday",8,"May",1996,"white house travel office legislation","1996-05-08"
661,19,104,2,"Thursday",9,"May",1996,"white house travel office legislation","1996-05-09"
662,15,104,2,"Thursday",29,"February",1996,"whitewater","1996-02-29"
663,8,104,2,"Wednesday",17,"April",1996,"whitewater development corp. and related matters","1996-04-17"
664,14,104,2,"Wednesday",6,"March",1996,"whitewater development corp. and related matters--motion to proceed","1996-03-06"
665,7,104,2,"Wednesday",13,"March",1996,"whitewater development corp. and related matters--motion to proceed","1996-03-13"
666,23,104,1,"Tuesday",10,"October",1995,"workforce development act of 1995","1995-10-10"
667,14,104,1,"Wednesday",11,"October",1995,"work force development act of 1995","1995-10-11"
668,13,105,1,"Thursday",12,"June",1997,"1997 emergency supplemental appropriations act for recovery from those in bosnia","1997-06-12"
669,5,105,1,"Monday",28,"July",1997,"a balanced budget act and tax relief","1997-07-28"
670,9,105,2,"Thursday",23,"April",1998,"acknowledging the historic northern ireland peace agreement","1998-04-23"
671,7,105,1,"Saturday",8,"November",1997,"adoption promotion act of 1997","1997-11-08"
672,7,105,2,"Thursday",26,"March",1998,"advertising in political campaigns","1998-03-26"
673,6,105,2,"Friday",10,"July",1998,"affirming the united states commitments to taiwan","1998-07-10"
674,26,105,2,"Tuesday",12,"May",1998,"agricultural research, extension, and education reform act of 1998-- conference report","1998-05-12"
675,16,105,2,"Monday",5,"October",1998,"agricultural, rural development, food and drug administration, and related agencies appropriations act, 1999--conference report","1998-10-05"
676,23,105,2,"Tuesday",6,"October",1998,"agricultural, rural development, food and drug administration, and related agencies appropriations act, 1999--conference report","1998-10-06"
677,26,105,2,"Thursday",9,"July",1998,"agriculture export relief act of 1998","1998-07-09"
678,7,105,2,"Tuesday",12,"May",1998,"agriculture research, extension, and education reform act of 1998-- conference report","1998-05-12"
679,10,105,1,"Thursday",24,"July",1997,"agriculture, rural development, food and drug administration, and related agencies appropriations, 1998","1997-07-24"
680,34,105,1,"Wednesday",23,"July",1997,"agriculture, rural development, food and drug administration, and related agencies appropriations act, 1998","1997-07-23"
681,7,105,1,"Wednesday",3,"September",1997,"agriculture, rural development, food and drug administration, and related agencies appropriations act, 1998","1997-09-03"
682,6,105,1,"Wednesday",29,"October",1997,"agriculture, rural development, food and drug administration, and related agencies appropriations act, 1998--conference report","1997-10-29"
683,27,105,2,"Tuesday",14,"July",1998,"agriculture, rural development, food and drug administration, and related agencies appropriations act, 1999","1998-07-14"
684,36,105,2,"Wednesday",15,"July",1998,"agriculture, rural development, food and drug administration, and related agencies appropriations act, 1999","1998-07-15"
685,39,105,2,"Thursday",16,"July",1998,"agriculture, rural development, food and drug administration, and related agencies appropriations act, 1999","1998-07-16"
686,7,105,1,"Thursday",27,"February",1997,"airport and airway trust fund reinstatement act of 1997","1997-02-27"
687,16,105,2,"Wednesday",25,"March",1998,"amendment no. 2120","1998-03-25"
688,22,105,2,"Monday",18,"May",1998,"american competitiveness act","1998-05-18"
689,18,105,2,"Wednesday",13,"May",1998,"american missile protection act of 1998--motion to proceed","1998-05-13"
690,17,105,2,"Wednesday",9,"September",1998,"american missile protection act of 1998--motion to proceed","1998-09-09"
691,5,105,2,"Thursday",18,"June",1998,"animas-la plata project","1998-06-18"
692,5,105,1,"Thursday",23,"October",1997,"ann's campaign for a safer america","1997-10-23"
693,5,105,1,"Friday",14,"March",1997,"appointment of an independent counsel to investigate allegations of illegal fundraising","1997-03-14"
694,7,105,1,"Tuesday",18,"March",1997,"appointment of an independent counsel to investigate allegations of illegal fundraising","1997-03-18"
695,7,105,1,"Wednesday",19,"March",1997,"appointment of an independent counsel to investigate allegations of illegal fundraising","1997-03-19"
696,12,105,1,"Monday",24,"February",1997,"approving the presidential finding regarding the population planning program","1997-02-24"
697,11,105,1,"Tuesday",25,"February",1997,"approving the presidential finding regarding the population planning program","1997-02-25"
698,17,105,1,"Wednesday",16,"April",1997,"assisted suicide funding restriction act of 1997","1997-04-16"
699,8,105,1,"Monday",10,"March",1997,"authorizing expenditures by the committee on governmental affairs","1997-03-10"
700,11,105,1,"Tuesday",11,"March",1997,"authorizing expenditures by the committee on governmental affairs","1997-03-11"
701,13,105,1,"Monday",23,"June",1997,"balanced budget act of 1997","1997-06-23"
702,33,105,1,"Tuesday",24,"June",1997,"balanced budget act of 1997","1997-06-24"
703,40,105,1,"Wednesday",25,"June",1997,"balanced budget act of 1997","1997-06-25"
704,23,105,1,"Wednesday",30,"July",1997,"balanced budget act of 1997--conference report","1997-07-30"
705,12,105,1,"Wednesday",5,"February",1997,"balanced budget amendment to the constitution","1997-02-05"
706,18,105,1,"Thursday",6,"February",1997,"balanced budget amendment to the constitution","1997-02-06"
707,6,105,1,"Friday",7,"February",1997,"balanced budget amendment to the constitution","1997-02-07"
708,16,105,1,"Monday",10,"February",1997,"balanced budget amendment to the constitution","1997-02-10"
709,7,105,1,"Tuesday",11,"February",1997,"balanced budget amendment to the constitution","1997-02-11"
710,10,105,1,"Wednesday",12,"February",1997,"balanced budget amendment to the constitution","1997-02-12"
711,8,105,1,"Thursday",13,"February",1997,"balanced budget amendment to the constitution","1997-02-13"
712,6,105,1,"Monday",24,"February",1997,"balanced budget amendment to the constitution","1997-02-24"
713,15,105,1,"Tuesday",25,"February",1997,"balanced budget amendment to the constitution","1997-02-25"
714,21,105,1,"Wednesday",26,"February",1997,"balanced budget amendment to the constitution","1997-02-26"
715,16,105,1,"Thursday",27,"February",1997,"balanced budget amendment to the constitution","1997-02-27"
716,65,105,1,"Tuesday",4,"March",1997,"balanced budget amendment to the constitution","1997-03-04"
717,5,105,1,"Thursday",13,"February",1997,"balanced budget constitutional amendment","1997-02-13"
718,8,105,1,"Thursday",31,"July",1997,"bill hoagland","1997-07-31"
719,14,105,1,"Friday",26,"September",1997,"bipartisan campaign reform act of 1997","1997-09-26"
720,14,105,1,"Monday",29,"September",1997,"bipartisan campaign reform act of 1997","1997-09-29"
721,21,105,1,"Monday",6,"October",1997,"bipartisan campaign reform act of 1997","1997-10-06"
722,9,105,1,"Wednesday",8,"October",1997,"bipartisan campaign reform act of 1997--cloture motion","1997-10-08"
723,12,105,1,"Thursday",9,"October",1997,"bipartisan campaign reform act of 1997--cloture motion","1997-10-09"
724,6,105,1,"Thursday",12,"June",1997,"birth defects prevention act of 1997","1997-06-12"
725,5,105,2,"Thursday",30,"July",1998,"border improvement and immigration act of 1998","1998-07-30"
726,11,105,1,"Tuesday",22,"April",1997,"by mr. bumpers: other purposes; to the committee on energy and natural resources.","1997-04-22"
727,8,105,2,"Wednesday",18,"March",1998,"calling for an end to the violent repression of the people of kosovo","1998-03-18"
728,9,105,1,"Wednesday",12,"March",1997,"campaign finance amendment to the constitution","1997-03-12"
729,13,105,1,"Thursday",13,"March",1997,"campaign finance amendment to the constitution","1997-03-13"
730,10,105,1,"Tuesday",18,"March",1997,"campaign finance amendment to the constitution","1997-03-18"
731,5,105,1,"Wednesday",30,"July",1997,"campaign finance reform","1997-07-30"
732,5,105,1,"Thursday",11,"September",1997,"campaign finance reform","1997-09-11"
733,13,105,2,"Wednesday",25,"February",1998,"cancellation disapproval act--veto","1998-02-25"
734,5,105,1,"Thursday",17,"April",1997,"chemical and biological weapons threat reduction act","1997-04-17"
735,5,105,1,"Thursday",17,"April",1997,"chemical and biological weapons threat reduction act of 1977","1997-04-17"
736,7,105,1,"Thursday",17,"April",1997,"chemical and biological weapons threat reduction act of 1997","1997-04-17"
737,48,105,1,"Thursday",24,"April",1997,"chemical weapons convention","1997-04-24"
738,5,105,1,"Friday",23,"May",1997,"chemical weapons convention implementation act of 1997","1997-05-23"
739,6,105,1,"Wednesday",19,"March",1997,"chemical weapons convention treaty","1997-03-19"
740,9,105,2,"Friday",11,"September",1998,"child custody protection act","1998-09-11"
741,7,105,2,"Tuesday",22,"September",1998,"child custody protection act","1998-09-22"
742,7,105,2,"Friday",26,"June",1998,"child support performance and incentive act of 1998","1998-06-26"
743,6,105,1,"Tuesday",17,"June",1997,"chinese companies exporting dangerous weapon","1997-06-17"
